,description,name,price,img,size,color,composition,care
14,베이지 컬러 슬링백 힐 슈즈. 메쉬 소재 외피 디자인. 스틸레토 미디엄 힐. 포인티드 토. 스퀘어 힐. 앵클 스트랩에 달린 버클로 여밈. AIRFIT®. 더욱 편안한 착용감을 제공하기 위해 디자인된 라텍스 소재의 유연한 기능성 스펀지 안창. 굽 높이: 7.5cm,메쉬 슬링백 힐 슈즈,"59,000 원","['//static.zara.net/photos///2020/V/1/1/p/1212/510/040/3/w/560/1212510040_1_1_1.jpg?ts=1577974507795', '//static.zara.net/photos///2020/V/1/1/p/1212/510/040/3/w/560/1212510040_2_1_1.jpg?ts=1577974531293', '//static.zara.net/photos///2020/V/1/1/p/1212/510/040/3/w/560/1212510040_2_2_1.jpg?ts=1577974602425', '//static.zara.net/photos///2020/V/1/1/p/1212/510/040/3/w/560/1212510040_2_3_1.jpg?ts=1577974552719', '//static.zara.net/photos///2020/V/1/1/p/1212/510/040/3/w/560/1212510040_2_4_1.jpg?ts=1577974559709', '//static.zara.net/photos///2020/V/1/1/p/1212/510/040/3/w/560/1212510040_2_15_1.jpg?ts=1582127636050', '//static.zara.net/photos///2020/V/1/1/p/1212/510/040/3/w/560/1212510040_2_55_1.jpg?ts=1580810594975']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",블랙,"[{'겉감': '77% 폴리에스터, 23% 폴리우레탄'}, {'안감': '100% 폴리에스터'}, {'밑창': '100% TPU'}, {'안창': '100% 폴리우레탄'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']"
15,블루 컬러의 가죽 힐 슈즈. 스웨이드 소재의 외피 디자인. 발목 부분 파인 스트랩. 스퀘어 스틸레토 힐. 포인티드 토. AIRFIT®. 더욱 편안한 착용감을 제공하기 위해 디자인된 라텍스 소재의 유연한 기능성 스펀지 안창. 굽 높이: 8cmJOIN LIFE 컬렉션.Care for planet: 가장 지속 가능한 방법으로 처리된 가죽.이러한 제품은 재생 에너지와 물 소모를 감소하는 기술을 사용하는 Leather Working Group 인증을 받은 가죽으로 제조됩니다. ,스웨이드 슬링백 슈즈,"79,000 원","['//static.zara.net/photos///2020/V/1/1/p/1214/510/009/2/w/560/1214510009_1_1_1.jpg?ts=1580313302232', '//static.zara.net/photos///2020/V/1/1/p/1214/510/009/2/w/560/1214510009_2_1_1.jpg?ts=1580313684064', '//static.zara.net/photos///2020/V/1/1/p/1214/510/009/2/w/560/1214510009_2_2_1.jpg?ts=1580313691534', '//static.zara.net/photos///2020/V/1/1/p/1214/510/009/2/w/560/1214510009_2_3_1.jpg?ts=1580313646853', '//static.zara.net/photos///2020/V/1/1/p/1214/510/009/2/w/560/1214510009_2_4_1.jpg?ts=1580313654158', '//static.zara.net/photos///2018/V/M/1/p/1111/000/000/2/w/560/1111000000_2_97_1.jpg?ts=1570204599702']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",블루,"[{'겉감': '100% 염소가죽'}, {'안감': '100% 폴리우레탄'}, {'밑창': '100% 열가소성 고무'}, {'안창': '90% 염소가죽, 10% 폴리에스터'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']"
16,"블랙 컬러 힐 슈즈. 앞부분에 맥시 리본이 달린 도트 패턴 디자인. 옆면 스트랩과 뒤꿈치 스트랩. 소재가 매치된 메탈 디테일 키튼힐. 포인티드 토.  굽 높이: 6cmJOIN LIFE 컬렉션.Care for fiber: 25% 이상 재생 폴리에스터 사용.재생 폴리에스터는 재활용 플라스틱병을 이용하여 제조되어 적은 양의 물, 에너지 및 천연 자원이 소모됩니다. ",리본 도트 키튼힐 슈즈,"59,000 원","['//static.zara.net/photos///2020/V/1/1/p/2222/510/040/2/w/560/2222510040_1_1_1.jpg?ts=1579262968926', '//static.zara.net/photos///2020/V/1/1/p/2222/510/040/2/w/560/2222510040_2_1_1.jpg?ts=1579263625942', '//static.zara.net/photos///2020/V/1/1/p/2222/510/040/2/w/560/2222510040_2_2_1.jpg?ts=1579262969507', '//static.zara.net/photos///2020/V/1/1/p/2222/510/040/2/w/560/2222510040_2_3_1.jpg?ts=1579263625690', '//static.zara.net/photos///2020/V/1/1/p/2222/510/040/2/w/560/2222510040_2_4_1.jpg?ts=1579263625845', '//static.zara.net/photos///2018/V/M/1/p/1111/000/000/2/w/560/1111000000_2_59_1.jpg?ts=1548282475310']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",블랙,"[{'겉감': '83% 폴리에스터, 17% 폴리우레탄'}, {'안감': '100% 폴리우레탄'}, {'밑창': '100% TPU'}, {'안창': '95% 폴리우레탄, 5% 폴리에스터'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']"
17,컬러가 매치된 플랫 뮬. 애니멀 프린트 소재의 외피 디자인. 아몬드 모양 토우캡 마감. 굽 높이: 1.4cm,애니멀 패턴 플랫 뮬,"49,000 원","['//static.zara.net/photos///2020/V/1/1/p/3524/510/202/2/w/560/3524510202_1_1_1.jpg?ts=1581511832578', '//static.zara.net/photos///2020/V/1/1/p/3524/510/202/2/w/560/3524510202_2_1_1.jpg?ts=1581511806306', '//static.zara.net/photos///2020/V/1/1/p/3524/510/202/2/w/560/3524510202_2_2_1.jpg?ts=1581511841537', '//static.zara.net/photos///2020/V/1/1/p/3524/510/202/2/w/560/3524510202_2_3_1.jpg?ts=1581511832991', '//static.zara.net/photos///2020/V/1/1/p/3524/510/202/2/w/560/3524510202_2_4_1.jpg?ts=1581511853647', '//static.zara.net/photos///2020/V/1/1/p/3524/510/202/2/w/560/3524510202_2_5_1.jpg?ts=1581511802042', '//static.zara.net/photos///2020/V/1/1/p/3524/510/202/3/w/560/3524510202_2_15_1.jpg?ts=1582101437663']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",콤비,"[{'겉감': '100% 폴리우레탄'}, {'안감': '100% 폴리에스터'}, {'밑창': '100% TPU'}, {'안창': '100% 폴리우레탄'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']"
18,컬러가 매치된 플랫 뮬. 애니멀 프린트 소재의 외피 디자인. 아몬드 모양 토우캡 마감. 굽 높이: 1.4cm,애니멀 패턴 플랫 뮬,"49,000 원","['//static.zara.net/photos///2020/V/1/1/p/3524/510/202/2/w/560/3524510202_1_1_1.jpg?ts=1581511832578', '//static.zara.net/photos///2020/V/1/1/p/3524/510/202/2/w/560/3524510202_2_1_1.jpg?ts=1581511806306', '//static.zara.net/photos///2020/V/1/1/p/3524/510/202/2/w/560/3524510202_2_2_1.jpg?ts=1581511841537', '//static.zara.net/photos///2020/V/1/1/p/3524/510/202/2/w/560/3524510202_2_3_1.jpg?ts=1581511832991', '//static.zara.net/photos///2020/V/1/1/p/3524/510/202/2/w/560/3524510202_2_4_1.jpg?ts=1581511853647', '//static.zara.net/photos///2020/V/1/1/p/3524/510/202/2/w/560/3524510202_2_5_1.jpg?ts=1581511802042']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",콤비,"[{'겉감': '100% 폴리우레탄'}, {'안감': '100% 폴리에스터'}, {'밑창': '100% TPU'}, {'안창': '100% 폴리우레탄'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']"
19,골드 톤 플랫 샌들. 메탈릭 디테일. 앞부분 이중 크로스 와이드 밴드. 스퀘어 토 마감. 굽 높이: 1.4cm,메탈릭 플랫 샌들,"59,000 원","['//static.zara.net/photos///2020/V/1/1/p/3631/510/091/2/w/560/3631510091_2_1_1.jpg?ts=1578051051420', '//static.zara.net/photos///2020/V/1/1/p/3631/510/091/2/w/560/3631510091_1_1_1.jpg?ts=1578051043730', '//static.zara.net/photos///2020/V/1/1/p/3631/510/091/2/w/560/3631510091_2_2_1.jpg?ts=1578051044653', '//static.zara.net/photos///2020/V/1/1/p/3631/510/091/2/w/560/3631510091_2_3_1.jpg?ts=1578051037450', '//static.zara.net/photos///2020/V/1/1/p/3631/510/091/2/w/560/3631510091_2_4_1.jpg?ts=1578051036664']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",골드,"[{'겉감': '100% 폴리우레탄'}, {'안감': '100% 폴리우레탄'}, {'밑창': '100% TPU'}, {'안창': '70% TPU, 30% 폴리우레탄'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']"
20,카키 컬러 로퍼. 애니멀 프린트 소재의 외피 디자인. 앞부분 페니 로퍼 디테일. 굽 높이: 1.2cm,애니멀 패턴 로퍼,"45,000 원","['//static.zara.net/photos///2020/V/1/1/p/2530/510/032/3/w/560/2530510032_1_1_1.jpg?ts=1581412830402', '//static.zara.net/photos///2020/V/1/1/p/2530/510/032/3/w/560/2530510032_2_1_1.jpg?ts=1581412745654', '//static.zara.net/photos///2020/V/1/1/p/2530/510/032/3/w/560/2530510032_2_2_1.jpg?ts=1581412839854', '//static.zara.net/photos///2020/V/1/1/p/2530/510/032/3/w/560/2530510032_2_3_1.jpg?ts=1581412741806', '//static.zara.net/photos///2020/V/1/1/p/2530/510/032/3/w/560/2530510032_2_4_1.jpg?ts=1581412830373', '//static.zara.net/photos///2020/V/1/1/p/2530/510/032/3/w/560/2530510032_2_15_1.jpg?ts=1582100843948']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",카키,"[{'겉감': '100% 폴리우레탄'}, {'안감': '80% 폴리우레탄, 20% 폴리에스터'}, {'밑창': '100% TPU'}, {'안창': '100% 폴리우레탄'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']"
21,샌드 컬러의 가죽 플랫 뮬. 가죽 소재의 브레이드 마감 외피 디자인. 앞부분 테슬 디테일. AIRFIT®. 더욱 편안한 착용감을 제공하기 위해 디자인된 라텍스 소재의 유연한 기능성 스펀지 안창. 굽 높이: 2.1cm,테슬 브레이드 레더 플랫 뮬,"79,000 원","['//static.zara.net/photos///2020/V/1/1/p/1507/510/107/2/w/560/1507510107_1_1_1.jpg?ts=1581928818614', '//static.zara.net/photos///2020/V/1/1/p/1507/510/107/2/w/560/1507510107_2_1_1.jpg?ts=1581928732451', '//static.zara.net/photos///2020/V/1/1/p/1507/510/107/2/w/560/1507510107_2_2_1.jpg?ts=1581928781769', '//static.zara.net/photos///2020/V/1/1/p/1507/510/107/2/w/560/1507510107_2_3_1.jpg?ts=1581928734438', '//static.zara.net/photos///2020/V/1/1/p/1507/510/107/2/w/560/1507510107_2_4_1.jpg?ts=1581928819483', '//static.zara.net/photos///2020/V/1/1/p/1507/510/107/2/w/560/1507510107_2_55_1.jpg?ts=1581932384355']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",샌드색,"[{'겉감': '100% 소가죽'}, {'안감': '100% 폴리에스터'}, {'밑창': '100% 열가소성 고무'}, {'안창': '92% 폴리우레탄, 8% 폴리에스터'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']"
22,카키 컬러 로퍼. 애니멀 프린트 소재의 외피 디자인. 앞부분 페니 로퍼 디테일. 굽 높이: 1.2cm,애니멀 패턴 로퍼,"45,000 원","['//static.zara.net/photos///2020/V/1/1/p/2530/510/032/2/w/560/2530510032_1_1_1.jpg?ts=1581412732196', '//static.zara.net/photos///2020/V/1/1/p/2530/510/032/2/w/560/2530510032_2_1_1.jpg?ts=1581412780816', '//static.zara.net/photos///2020/V/1/1/p/2530/510/032/2/w/560/2530510032_2_2_1.jpg?ts=1581412774885', '//static.zara.net/photos///2020/V/1/1/p/2530/510/032/2/w/560/2530510032_2_3_1.jpg?ts=1581412757034', '//static.zara.net/photos///2020/V/1/1/p/2530/510/032/2/w/560/2530510032_2_4_1.jpg?ts=1581412776626']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",카키,"[{'겉감': '100% 폴리우레탄'}, {'안감': '80% 폴리우레탄, 20% 폴리에스터'}, {'밑창': '100% TPU'}, {'안창': '100% 폴리우레탄'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']"
23,블랙 컬러의 가죽 플랫 뮬. 부드러운 가죽 소재의 외피 디자인. 스퀘어 토 마감. V컷 디자인. 굽 높이: 2cmJOIN LIFECare for fiber & planet: 재활용 플라스틱병을 이용하여 제조된 25% 이상의 재생 폴리에스터와 Leather Working Group 인증을 받은 가장 지속 가능한 방법으로 처리된 가죽.,스퀘어 토 소프트 레더 플랫 뮬,"59,000 원","['//static.zara.net/photos///2020/V/1/1/p/3500/510/040/3/w/560/3500510040_1_1_1.jpg?ts=1581681133312', '//static.zara.net/photos///2020/V/1/1/p/3500/510/040/3/w/560/3500510040_2_1_1.jpg?ts=1581681236473', '//static.zara.net/photos///2020/V/1/1/p/3500/510/040/3/w/560/3500510040_2_2_1.jpg?ts=1581681294365', '//static.zara.net/photos///2020/V/1/1/p/3500/510/040/3/w/560/3500510040_2_3_1.jpg?ts=1581681191124', '//static.zara.net/photos///2020/V/1/1/p/3500/510/040/3/w/560/3500510040_2_4_1.jpg?ts=1581681280840', '//static.zara.net/photos///2020/V/1/1/p/3500/510/040/3/w/560/3500510040_2_15_1.jpg?ts=1582100830722', '//static.zara.net/photos///2018/V/M/1/p/1111/000/000/2/w/560/1111000000_2_41_1.jpg?ts=1548282431436']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",블랙,"[{'겉감': '100% 소가죽'}, {'밑창': '100% TPU'}, {'안창': '100% 폴리에스터'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']"
24,블랙 컬러의 가죽 플랫 뮬. 부드러운 가죽 소재의 외피 디자인. 스퀘어 토 마감. V컷 디자인. 굽 높이: 2cmJOIN LIFECare for fiber & planet: 재활용 플라스틱병을 이용하여 제조된 25% 이상의 재생 폴리에스터와 Leather Working Group 인증을 받은 가장 지속 가능한 방법으로 처리된 가죽.,스퀘어 토 소프트 레더 플랫 뮬,"59,000 원","['//static.zara.net/photos///2020/V/1/1/p/3500/510/040/2/w/560/3500510040_1_1_1.jpg?ts=1581687108996', '//static.zara.net/photos///2020/V/1/1/p/3500/510/040/2/w/560/3500510040_2_1_1.jpg?ts=1581687102712', '//static.zara.net/photos///2020/V/1/1/p/3500/510/040/2/w/560/3500510040_2_2_1.jpg?ts=1581687120934', '//static.zara.net/photos///2020/V/1/1/p/3500/510/040/2/w/560/3500510040_2_3_1.jpg?ts=1581687112917', '//static.zara.net/photos///2020/V/1/1/p/3500/510/040/2/w/560/3500510040_2_4_1.jpg?ts=1581687102824', '//static.zara.net/photos///2018/V/M/1/p/1111/000/000/2/w/560/1111000000_2_41_1.jpg?ts=1548282431436']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",블랙,"[{'겉감': '100% 소가죽'}, {'밑창': '100% TPU'}, {'안창': '100% 폴리에스터'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']"
25,블랙 컬러의 가죽 힐 슈즈. 앞부분에 T-스트랩이 매치된 가죽 소재 외피 디자인. 스틸레토 힐. 스퀘어 토 마감. 체인 디테일이 매치된 앵클 스트랩 버클로 여밈. AIRFIT®. 더욱 편안한 착용감을 제공하기 위해 디자인된 라텍스 소재의 유연한 기능성 스펀지 안창. 굽 높이: 8.7cm,체인 T-스트랩 레더 힐 슈즈,"99,000 원","['//static.zara.net/photos///2020/V/1/1/p/1221/510/040/3/w/560/1221510040_1_1_1.jpg?ts=1582014970595', '//static.zara.net/photos///2020/V/1/1/p/1221/510/040/3/w/560/1221510040_2_1_1.jpg?ts=1582015001333', '//static.zara.net/photos///2020/V/1/1/p/1221/510/040/3/w/560/1221510040_2_2_1.jpg?ts=1582014992043', '//static.zara.net/photos///2020/V/1/1/p/1221/510/040/3/w/560/1221510040_2_3_1.jpg?ts=1582014984748', '//static.zara.net/photos///2020/V/1/1/p/1221/510/040/3/w/560/1221510040_2_4_1.jpg?ts=1582014994916', '//static.zara.net/photos///2020/V/1/1/p/1221/510/040/3/w/560/1221510040_2_15_1.jpg?ts=1582127635240']","['235 ', '240 ', '245 ', '255 ', '260 ', '265 ']",블랙,"[{'겉감': '100% 양가죽'}, {'안감': '100% 폴리우레탄'}, {'밑창': '100% 열가소성 고무'}, {'안창': '90% 양가죽, 10% 폴리우레탄'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']"
26,블랙 컬러의 가죽 힐 슈즈. 앞부분에 T-스트랩이 매치된 가죽 소재 외피 디자인. 스틸레토 힐. 스퀘어 토 마감. 체인 디테일이 매치된 앵클 스트랩 버클로 여밈. AIRFIT®. 더욱 편안한 착용감을 제공하기 위해 디자인된 라텍스 소재의 유연한 기능성 스펀지 안창. 굽 높이: 8.7cm,체인 T-스트랩 레더 힐 슈즈,"99,000 원","['//static.zara.net/photos///2020/V/1/1/p/1221/510/040/2/w/560/1221510040_1_1_1.jpg?ts=1582014978763', '//static.zara.net/photos///2020/V/1/1/p/1221/510/040/2/w/560/1221510040_2_1_1.jpg?ts=1582014982174', '//static.zara.net/photos///2020/V/1/1/p/1221/510/040/2/w/560/1221510040_2_2_1.jpg?ts=1582014994383', '//static.zara.net/photos///2020/V/1/1/p/1221/510/040/2/w/560/1221510040_2_3_1.jpg?ts=1582014967297', '//static.zara.net/photos///2020/V/1/1/p/1221/510/040/2/w/560/1221510040_2_4_1.jpg?ts=1582015004974']","['235 ', '240 ', '245 ', '255 ', '260 ', '265 ']",블랙,"[{'겉감': '100% 양가죽'}, {'안감': '100% 폴리우레탄'}, {'밑창': '100% 열가소성 고무'}, {'안창': '90% 양가죽, 10% 폴리우레탄'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']"
27,블랙 컬러의 슬링백 힐 슈즈. 미디엄 힐. 포인티드 토. AIRFIT®. 더욱 편안한 착용감을 제공하기 위해 디자인된 라텍스 소재의 유연한 기능성 스펀지 안창. 굽 높이: 6cm,미디엄 힐 슬링백 슈즈,"49,000 원","['//static.zara.net/photos///2020/V/1/1/p/2243/510/040/2/w/560/2243510040_1_1_1.jpg?ts=1581927014546', '//static.zara.net/photos///2020/V/1/1/p/2243/510/040/2/w/560/2243510040_2_1_1.jpg?ts=1581927011163', '//static.zara.net/photos///2020/V/1/1/p/2243/510/040/2/w/560/2243510040_2_2_1.jpg?ts=1581927011261', '//static.zara.net/photos///2020/V/1/1/p/2243/510/040/2/w/560/2243510040_2_3_1.jpg?ts=1581927011709', '//static.zara.net/photos///2020/V/1/1/p/2243/510/040/2/w/560/2243510040_2_4_1.jpg?ts=1581927011197']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",블랙,"[{'겉감': '100% 폴리에스터'}, {'안감': '100% 폴리우레탄'}, {'밑창': '100% TPU'}, {'안창': '92% 폴리우레탄, 8% 폴리에스터'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']"
28,"블랙 컬러의 힐 뮬. 메쉬 소재의 외피 디자인. 셔링 처리된 앞부분 와이드 스트랩. 투명한 퍼스펙스 소재의 스퀘어 스틸레토 힐. 스퀘어 토 마감. 굽 높이: 8cmJOIN LIFE 컬렉션.Care for fiber: 25% 이상 재생 폴리에스터 사용.재생 폴리에스터는 재활용 플라스틱병을 이용하여 제조되어 적은 양의 물, 에너지 및 천연 자원이 소모됩니다. ",메쉬 힐 뮬,"59,000 원","['//static.zara.net/photos///2020/V/1/1/p/3303/510/040/3/w/560/3303510040_1_1_1.jpg?ts=1580462051805', '//static.zara.net/photos///2020/V/1/1/p/3303/510/040/3/w/560/3303510040_2_1_1.jpg?ts=1580462118783', '//static.zara.net/photos///2020/V/1/1/p/3303/510/040/3/w/560/3303510040_2_2_1.jpg?ts=1580462163698', '//static.zara.net/photos///2020/V/1/1/p/3303/510/040/3/w/560/3303510040_2_3_1.jpg?ts=1580462059400', '//static.zara.net/photos///2020/V/1/1/p/3303/510/040/3/w/560/3303510040_2_4_1.jpg?ts=1580462044009', '//static.zara.net/photos///2020/V/1/1/p/3303/510/040/3/w/560/3303510040_2_15_1.jpg?ts=1582127636340', '//static.zara.net/photos///2018/V/M/1/p/1111/000/000/2/w/560/1111000000_2_59_1.jpg?ts=1548282475310']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",블랙,"[{'겉감': '100% 폴리에스터'}, {'안감': '100% 폴리에스터'}, {'밑창': '100% TPU'}, {'안창': '70% 폴리우레탄, 30% 폴리에스터'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']"
29,"블랙 컬러의 힐 뮬. 메쉬 소재의 외피 디자인. 셔링 처리된 앞부분 와이드 스트랩. 투명한 퍼스펙스 소재의 스퀘어 스틸레토 힐. 스퀘어 토 마감. 굽 높이: 8cmJOIN LIFE 컬렉션.Care for fiber: 25% 이상 재생 폴리에스터 사용.재생 폴리에스터는 재활용 플라스틱병을 이용하여 제조되어 적은 양의 물, 에너지 및 천연 자원이 소모됩니다. ",메쉬 힐 뮬,"59,000 원","['//static.zara.net/photos///2020/V/1/1/p/3303/510/040/2/w/560/3303510040_1_1_1.jpg?ts=1580462038627', '//static.zara.net/photos///2020/V/1/1/p/3303/510/040/2/w/560/3303510040_2_1_1.jpg?ts=1580462141119', '//static.zara.net/photos///2020/V/1/1/p/3303/510/040/2/w/560/3303510040_2_2_1.jpg?ts=1580462081662', '//static.zara.net/photos///2020/V/1/1/p/3303/510/040/2/w/560/3303510040_2_3_1.jpg?ts=1580462156034', '//static.zara.net/photos///2020/V/1/1/p/3303/510/040/2/w/560/3303510040_2_4_1.jpg?ts=1580462104388', '//static.zara.net/photos///2018/V/M/1/p/1111/000/000/2/w/560/1111000000_2_59_1.jpg?ts=1548282475310']","['230 ', '235 ', '240 ', '245 ', '255 ', '260 ', '265 ', '275 ']",블랙,"[{'겉감': '100% 폴리에스터'}, {'안감': '100% 폴리에스터'}, {'밑창': '100% TPU'}, {'안창': '70% 폴리우레탄, 30% 폴리에스터'}]","['물에 담그지 말기', '가죽/에나멜/앤팈. 마른 면소재 천으로 손질하십시오.', '스웨이드/누벅/내피. 부드러운 솔이나 빳빳한 스폰지로 손질하십시오. ', '가죽. 무색 크림 또는 제품색상에 맞는 크림으로 손질하실 수 있습니다.', '스웨이드/누벅/내피. 전용 스프레이나 방수용 스프레이로 관리하실 수 있습니다.']"
